name,rating,total_reviews,category,review,address,lat,lon,geocode_confidence,found_address
Quán Ngõ 89,4.0,345,Nhà hàng,Tuy nhiên đồ uống như nước sấu và mơ thì khá ngọt.,89 Nguyễn Du,10.7780085,106.6990831,1.0,"89, Nguyễn Du, Ho Chi Minh City, HC, Vietnam"
An Nhiên Nguyễn Văn Thủ,4.1,304,Món chay,"Quán nhỏ, ít món nhưng có sự chăm chút cho món ăn.",126 Nguyễn Văn Thủ,10.7882458,106.6974253,1.0,"126, Nguyễn Văn Thủ, Ho Chi Minh City, HC, Vietnam"
"Hanoi Ngon - Số 7 Huỳnh Thúc Kháng, Quận 1 | Ăn vặt chuẩn Hà Nội Ngon, Nem chua rán, Bánh gà sốt phô mai, Bánh mì nem khoai",4.7,152,Nhà hàng,"Nem ngon, bánh gà vừa miệng, chổ ngồi thoáng mát, nhân viên đẹp trai.",7 Huỳnh Thúc Kháng,10.772777431243362,106.70251886799171,0.5,"7, Huynh Thuc Khang Street, Saigon, Ho Chi Minh City, 71006, Vietnam"
Quán Ăn 1$,5.0,2,Quán ăn nhỏ,,260 Cô Bắc,10.764795,106.694728,1.0,"260, Đường Cô Bắc, Ho Chi Minh City, HC, Vietnam"
Burger King - Phạm Ngũ Lão,3.6,1268,Món ăn nhanh,View của quán nhiều góc ra phố cũng chất lượng.,223-225 Phạm Ngũ Lão,10.7684302,106.6926935,1.0,"223, Đường Phạm Ngũ Lão, Ho Chi Minh City, HC, Vietnam"
Rice Field,4.1,1340,Món ăn Việt Nam,"Quán decor kiểu mộc mạc, không bị “gồng” sang chảnh nhưng vẫn đẹp.",75 77 Hồ Tùng Mậu,10.7722345,106.7036201,1.0,"Rice Field Restaurant, 75-77, Ho Tung Mau Street, Saigon, Ho Chi Minh City, 71006, Vietnam"
Nhà hàng Ý Ciao Vợ Đẹp,4.4,848,Nhà hàng,"Quán đẹp vibe cozy, đồ ăn ngon, nhân viên nhiệt tình.",240TER Trần Hưng Đạo,10.795364,106.636337,0.5,"Trần Hưng Đạo, Ho Chi Minh City, HC, Vietnam"
Nhà hàng hải sản & lẩu Yeebo (Quận 1) - Yeebo Seafood and Hotpot Restaurant (District 1),4.2,638,Món ăn Châu Á,"Nhà hàng lâu đời, đồ ăn khá.",1 Lê Thánh Tôn,10.77517091861902,106.69999073167963,0.5,"1, Le Thanh Ton Street, Saigon, Ho Chi Minh City, 71006, Vietnam"
Nori - Modern Izakaya,4.9,1674,Món ăn Nhật Bản,"Đồ ăn ngon quán thoải mái, nhân viên xoài phục vụ nhiệt tình.",114 - 114A Lý Tự Trọng,10.778569486821247,106.7015995871049,0.5,"Ly Tu Trong Street, Saigon, Ho Chi Minh City, 71006, Vietnam"
The Street 37 Mạc Đĩnh Chi - Quán Nhậu Chất,4.8,2363,Nhà hàng,"Quán đông, nhân viên nhiệt tình, menu đa dạng, khá ngon.",37 Mạc Đĩnh Chi,10.7862122,106.6979231,1.0,"37, Mạc Đĩnh Chi, Saigon, Ho Chi Minh City, HC 71006, Vietnam"
